credit.policy,purpose,int.rate,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,installment
1,credit_card,0.1183,11.65268741,4.17,717,2610,1731,9,3,2,0,0,430.75
1,all_other,0.0894,11.22524339,24.21,722,4289.958333,39900,70.3,0,0,0,0,57.19
1,debt_consolidation,0.1114,11.49272276,11.64,707,5759.958333,10333,28.2,1,1,0,0,32.81
1,debt_consolidation,0.1183,10.93310697,11.87,722,5580,10915,34.5,1,0,0,0,430.75
1,debt_consolidation,0.074,11.65268741,6.4,772,4949.958333,13242,23,0,0,0,0,186.36
1,debt_consolidation,0.1148,12.16525065,6.62,757,5100,26330,28.6,1,0,0,1,659.37
1,debt_consolidation,0.1392,10.30895266,15.92,692,4319.958333,23616,49.4,3,0,0,0,324.31
1,credit_card,0.1183,11.08220409,8.12,732,4259.958333,43799,87.8,2,0,0,0,265.08
1,debt_consolidation,0.1287,11.73606902,9.9,697,5399.958333,2165,36.1,2,0,1,0,215.26
1,small_business,0.1565,11.08214255,2.51,732,4080,1450,9.2,0,0,0,0,122.46
1,all_other,0.1531,10.43399815,7.31,667,3600,0,0,1,0,0,0,208.9
1,debt_consolidation,0.0774,10.31890299,12.91,752,8973.958333,15813,75.7,0,0,0,0,156.1
1,small_business,0.1635,10.81977828,7.2,747,1860,1340,7.2,1,0,0,1,176.65
1,debt_consolidation,0.0774,11.26446411,17.94,762,6270,112055,33.5,1,0,0,0,142.83
1,all_other,0.1148,10.78931908,18.06,707,2550,3522,33.2,1,1,0,0,138.47
1,debt_consolidation,0.0894,10.3011503,17.66,747,10019.95833,25716,73.9,0,0,0,0,441.63
1,debt_consolidation,0.1774,11.31447453,2.87,677,4290.958333,9603,51.9,0,1,0,1,720.42
1,debt_consolidation,0.1253,10.59653473,13.62,717,4710,29140,64,2,0,0,0,267.74
1,debt_consolidation,0.0894,11.08214255,12.89,772,10889.95833,9242,18.1,1,0,0,0,540.12
1,all_other,0.0859,11.05089001,16.97,742,5675.958333,2187,25.7,0,0,0,0,126.45
1,debt_consolidation,0.1148,11.26446411,23.17,727,4200.958333,31236,42.3,1,0,0,0,468.16
1,all_other,0.0894,10.81977828,7.56,757,4000,0,0,0,0,0,0,317.72
1,credit_card,0.1218,11.0184488,19.77,702,3990,40781,76.9,0,0,0,1,299.7
1,debt_consolidation,0.1114,11.91839057,0.82,792,7499.958333,4363,10.5,1,0,0,1,656.07
1,debt_consolidation,0.1426,11.97035031,16.42,692,7589.958333,77324,75.9,0,0,0,0,686.12
1,debt_consolidation,0.1218,11.40756495,13.68,717,3809.958333,5630,17.8,2,0,0,0,532.8
1,debt_consolidation,0.1253,9.952277717,22.86,692,7290,8688,67.3,0,0,0,1,173.19
1,all_other,0.0894,10.03451581,0.79,727,2550,208,3.5,1,0,0,0,95.32
1,debt_consolidation,0.1287,10.30895266,9.52,692,3154.958333,7261,51.9,0,0,1,0,269.07
1,debt_consolidation,0.1183,11.66137995,8.22,747,7440,71965,76.6,4,0,0,0,596.41
1,all_other,0.0894,10.91501573,20.14,727,6029.958333,22652,53.3,3,0,0,0,158.86
1,debt_consolidation,0.1114,10.89295439,19.63,732,6720,9020,64.4,3,0,0,0,344.44
1,small_business,0.1461,11.70354582,13.09,752,7229.958333,14375,17.5,0,0,0,0,634.35
1,credit_card,0.1496,11.1844214,6.43,667,5880,5422,46.7,1,0,0,0,426.14
1,debt_consolidation,0.1461,11.05089001,14.72,687,2789.958333,8004,66.1,0,0,0,0,689.51
1,debt_consolidation,0.1461,10.727663,22.03,672,4679.958333,4232,27.1,1,0,0,0,344.76
1,small_business,0.16,11.46163217,11.86,702,6330,34057,63.9,3,0,0,1,421.89
1,debt_consolidation,0.1253,10.71441777,11.57,697,5070,9929,32.4,1,2,0,0,267.74
1,educational,0.0774,10.64927462,11.47,757,7380,13852,24.5,0,0,0,0,74.93
1,major_purchase,0.1114,11.44035477,13.03,727,3030,5960,43.8,0,0,0,0,328.04
1,all_other,0.0774,11.03488966,14.4,752,8370,15489,35.4,1,0,0,0,156.1
1,debt_consolidation,0.1183,11.5806215,13.2,717,3270,38433,56.5,1,0,0,0,430.75
1,all_other,0.1148,11.35040654,10.07,792,2940,760,1.9,0,0,0,0,659.37
1,debt_consolidation,0.1183,11.15625052,10.89,732,3600,15942,40.9,3,0,0,0,533.46
1,debt_consolidation,0.0894,10.71308355,16.72,737,3720,8654,24.6,0,0,0,0,285.95
1,small_business,0.1496,11.35040654,11.55,762,4289.958333,5341,0,0,0,0,0,207.87
1,debt_consolidation,0.1461,10.85892207,14.84,682,3690,20916,65.6,1,0,0,0,689.51
1,educational,0.1357,11.22524339,2.85,692,4770,4389,7.7,3,0,0,0,611.44
1,credit_card,0.1183,11.00209984,16.48,697,6839.958333,3689,22.2,2,0,0,0,78.7
1,credit_card,0.1392,12.32385568,11.37,697,4589.958333,56558,72.1,0,0,0,0,682.74
1,credit_card,0.1253,10.46310334,23.07,687,5100,3334,23.5,0,0,0,0,200.8
1,all_other,0.0894,11.77528973,0.05,802,6809.958333,2563,8.8,0,0,0,0,413.03
1,all_other,0.1565,10.40426284,11.93,672,1470,1140,54.3,0,0,0,0,262.4
1,small_business,0.1635,10.81977828,0.36,722,1754.958333,640,3.9,3,0,0,0,565.27
1,home_improvement,0.167,11.26446411,24.6,677,1748.958333,0,49.63,1,0,0,1,710.03
1,major_purchase,0.1218,12.32385568,16.65,717,6389.958333,37629,87.1,1,0,0,0,466.2
1,credit_card,0.1426,11.77528973,7.5,677,2580,12907,52.9,3,2,0,0,343.06
1,debt_consolidation,0.1704,11.678406,17.74,672,5160,18938,53.8,1,1,0,0,642.14
1,debt_consolidation,0.0894,10.74849708,12.35,752,3300,1061,10.1,0,0,0,0,368.55
1,home_improvement,0.0859,10.30895266,1.8,792,7889.958333,2324,5.7,0,0,0,0,363.52
1,debt_consolidation,0.1565,10.91508846,22.84,672,4619.958333,22684,89.9,0,0,0,1,554.53
1,all_other,0.1878,11.28978191,15.6,672,1142,11184,93.2,0,0,0,0,657.81
1,debt_consolidation,0.1114,10.08580911,13.15,752,6631,13551,29,0,0,0,0,461.71
1,debt_consolidation,0.1148,10.67359577,23.61,752,8679.958333,6698,67,0,0,0,0,454.97
1,credit_card,0.1148,11.26446411,5.72,757,3616,8863,27.4,1,0,0,0,659.37
1,educational,0.1253,10.59663473,10.56,692,4410,15041,66.6,0,0,0,0,167.34
1,all_other,0.0859,9.903687533,8.7,747,4289.958333,4622,19.3,0,0,0,1,63.23
1,debt_consolidation,0.1253,12.05989014,6.45,722,3420,23973,44.9,1,0,0,0,669.33
1,educational,0.1287,9.740968623,7.41,692,2009.958333,0,0,0,1,0,0,48.77
1,debt_consolidation,0.1114,11.2395407,15.06,742,4860,18862,47.5,1,0,0,0,393.65
1,debt_consolidation,0.0859,10.1266311,20.3,797,6690,3301,27.3,0,0,0,0,252.89
1,credit_card,0.1253,11.85651517,5.59,702,5009.958333,4381,16.5,2,0,0,0,401.6
1,educational,0.1253,12.06681058,6.33,717,9120,38384,90.1,1,0,0,0,401.6
1,small_business,0.1531,11.32900263,3.45,742,5520,6218,8.1,0,0,1,0,313.34
1,credit_card,0.1183,11.00209984,15.5,702,3809.958333,55333,39,2,0,0,0,198.81
1,educational,0.0894,10.53209621,21.54,742,3179.958333,2940,32.3,5,0,0,0,57.19
1,debt_consolidation,0.1218,11.57332418,13.84,732,9373.958333,22233,76.7,1,0,0,0,666
1,all_other,0.0774,10.58446093,5.62,747,2220,2326,25,1,0,0,0,156.1
1,educational,0.0894,9.809176873,6.29,792,2670,70,0.7,1,0,0,0,142.98
1,all_other,0.1148,11.22524339,12.66,727,3270,4027,7.2,2,1,0,0,197.82
1,debt_consolidation,0.0894,10.3041411,19.29,747,8070,5822,64.7,1,0,0,1,327.25
1,debt_consolidation,0.1114,10.91501573,12.18,767,8939.958333,13095,19.6,2,0,0,0,492.06
1,all_other,0.1809,11.15625052,21.02,672,5190,37893,74.4,3,0,0,1,904.88
1,all_other,0.0859,11.35035948,7.3,747,7949.958333,19817,64.1,1,0,0,0,126.45
1,debt_consolidation,0.1531,10.81977828,24.17,672,3390,6256,71.9,0,0,0,1,448.25
1,debt_consolidation,0.0859,10.40426284,16.36,752,3360,12442,33.7,0,0,0,0,256.84
1,debt_consolidation,0.1426,10.59663473,13.83,662,3869.958333,3163,53.6,2,0,0,0,48.03
1,debt_consolidation,0.1565,11.00209984,15.42,662,4289.958333,16286,89.5,0,0,0,1,314.88
1,debt_consolidation,0.1287,11.08214255,11.52,727,4740,7290,93.5,0,0,0,0,538.14
1,all_other,0.0859,10.85614879,8.52,812,10950,952,1.1,0,0,0,0,316.11
1,debt_consolidation,0.1322,10.69557468,19.32,692,3869.958333,8540,87.1,1,0,0,0,338.01
1,debt_consolidation,0.1114,10.75773265,10.39,722,2193,10735,34.5,3,0,0,0,360.84
1,all_other,0.0894,11.58896015,3.16,802,9870,4588,6.7,0,0,0,0,524.23
1,all_other,0.1357,10.37349118,0.56,792,9029.958333,1479,7.1,7,0,0,0,322.71
1,debt_consolidation,0.1218,10.83695,22.88,732,3990,26803,51.4,1,0,0,0,666
1,all_other,0.0705,10.71441777,3.68,777,7800,6669,23.8,0,0,0,0,61.8
1,educational,0.1253,10.53900562,24.27,712,2039.958333,5048,55.5,0,0,0,1,430.88
1,credit_card,0.0859,10.0604913,17.23,762,2550,2296,9.3,2,0,0,0,252.89
1,debt_consolidation,0.1114,11.73606902,13.61,722,5399.958333,41568,48.6,3,0,0,0,262.43
1,debt_consolidation,0.1704,11.99535161,14.04,677,4440,70627,91.8,2,0,0,0,713.49
1,major_purchase,0.1357,10.6454249,11.91,722,1410.958333,1458,12.4,2,0,0,0,679.37
1,debt_consolidation,0.1496,11.40756495,24.99,687,3509.958333,53896,96.8,0,0,0,0,519.68
1,debt_consolidation,0.1392,11.15625052,22.34,682,5039.958333,7705,39.9,2,1,0,0,512.06
1,debt_consolidation,0.0859,10.56617553,24.71,772,3990,10277,28.9,2,0,0,0,460.72
1,credit_card,0.1496,10.5454467,10.1,682,2553,12315,80,1,0,0,0,415.74
1,debt_consolidation,0.0894,10.6454249,22.11,747,3360,19029,22,3,0,0,0,385.23
1,home_improvement,0.1253,11.28983191,15.93,702,4229.958333,20125,59.9,2,0,0,0,234.27
1,debt_consolidation,0.1357,10.34817337,17.77,677,1679.958333,2187,70.5,1,0,0,0,142.67
1,debt_consolidation,0.1913,11.05089001,8.86,677,7350,9881,99.8,0,0,0,0,734.42
1,credit_card,0.1114,11.15756394,10.96,732,5429.958333,27948,73.8,0,0,0,0,457.61
1,debt_consolidation,0.1287,10.1266311,9.79,692,6721,6355,65.5,1,0,0,0,235.44
1,home_improvement,0.1114,11.41861479,14.36,737,3899.958333,3114,26.4,1,0,0,0,393.65
1,all_other,0.1218,11.28978191,2.77,717,3630,653,19.8,2,0,0,0,249.75
1,home_improvement,0.1253,10.858999,10.96,722,6270,2652,3.9,0,0,0,1,510.37
1,debt_consolidation,0.1218,11.33857208,24.66,722,11159.95833,22319,58.7,0,2,0,0,499.5
1,home_improvement,0.1148,12.20607265,4.24,812,5880,15571,8.7,4,0,0,0,659.37
1,debt_consolidation,0.1253,10.71441777,23.12,692,2459.958333,5177,64.7,0,0,0,0,117.14
1,home_improvement,0.1357,11.51292546,3.35,702,2340,61,2,0,0,0,0,339.69
1,major_purchase,0.1496,10.6454249,4.46,672,1769.958333,5626,26.9,0,0,0,1,277.16
1,debt_consolidation,0.1148,10.0387175,8.54,732,2039.958333,1517,22.3,0,0,0,0,164.85
1,debt_consolidation,0.1392,11.60823564,15.36,687,3060,23839,59.3,1,2,0,0,546.2
1,small_business,0.1704,11.12726298,8.4,747,1860,632,1.3,6,0,0,1,713.49
1,small_business,0.1565,10.49127422,4.43,732,1471,2320,28.3,1,0,0,0,314.88
1,debt_consolidation,0.0894,10.30895266,5.6,737,5640,9152,17.3,2,0,0,1,317.72
1,debt_consolidation,0.1531,11.13458902,13.7,677,2340,23626,90.9,2,0,0,0,497.86
1,credit_card,0.1392,12.32385568,24.06,702,6869.958333,109027,90.2,3,0,0,0,573.5
1,major_purchase,0.074,10.23995979,1.89,797,8100,2198,8.7,0,0,0,0,124.24
1,all_other,0.1531,10.83958091,16.52,662,2459.958333,7959,33.2,3,0,0,0,278.53
1,debt_consolidation,0.16,11.41861479,23.89,662,2190,58686,80.8,2,0,0,0,457.05
1,small_business,0.1531,10.16585182,1.38,792,2291,425,2.1,0,0,0,0,348.16
1,debt_consolidation,0.1253,10.63103616,16.72,702,3360,2978,81.9,0,0,0,0,321.28
1,debt_consolidation,0.167,11.01046476,20.94,672,5850,28332,81.2,0,1,0,0,710.03
1,all_other,0.1114,9.903487553,3.12,737,1500,2644,23.4,1,0,0,0,157.46
1,debt_consolidation,0.1183,10.46321762,24.13,717,6449.958333,5587,73.5,0,0,0,1,331.34
1,all_other,0.1704,10.26813067,12.42,662,2160,8765,95.3,1,0,0,0,214.05
1,all_other,0.1287,11.58058411,18.09,687,5160,89844,84.8,0,0,0,0,235.44
1,all_other,0.0774,11.54244543,15.47,802,4620.958333,6498,11.6,2,0,0,0,249.75
1,all_other,0.1114,10.49127422,11.77,737,5460,3636,7.4,1,0,1,0,426.45
1,debt_consolidation,0.1253,11.40235138,20.2,697,9240,27017,45.7,2,0,0,0,220.88
1,home_improvement,0.1496,10.43399815,17.08,672,1800,3918,38.2,1,0,0,0,346.45
1,major_purchase,0.1426,11.11125555,12.48,687,7410,24905,95.5,3,0,0,0,171.53
1,all_other,0.1114,12.08958377,11.33,727,5429.958333,32706,81.6,1,0,0,0,246.03
1,debt_consolidation,0.1253,10.30895266,9.8,702,2670,5934,39.8,1,1,0,0,267.74
1,all_other,0.0774,10.34817337,5.73,767,2220,1092,9.9,0,0,0,0,109.27
1,educational,0.0859,10.38899537,7.83,737,2160,1092,9.9,0,0,0,0,110.64
1,small_business,0.2017,10.81977828,6,672,5009.958333,9814,59.5,1,0,1,1,186.26
1,debt_consolidation,0.1357,10.74903388,21.17,702,4229.958333,9114,57,0,0,0,0,339.69
1,credit_card,0.0859,10.71441777,4.72,762,3073,7347,26.7,1,0,0,0,126.45
1,all_other,0.1218,11.07819631,12.07,697,5759.958333,21028,84.8,1,0,0,0,159.84
1,all_other,0.1183,10.96812932,0.48,717,2910,0,0,1,0,0,0,298.21
1,credit_card,0.0705,10.54534144,16.8,772,3270,4088,15,2,0,0,0,92.7
1,debt_consolidation,0.1148,12.53214817,0.22,777,5669.958333,1003,3.3,2,0,0,0,659.37
1,debt_consolidation,0.1426,10.30895266,14.16,677,3089.958333,1338,27.9,0,0,0,0,274.45
1,debt_consolidation,0.0894,10.98529272,16.7,802,4679.958333,667,3.6,3,0,0,0,349.49
1,debt_consolidation,0.1287,11.5229154,17.22,712,7979.958333,26949,52,0,0,0,0,571.77
1,credit_card,0.1426,10.1266311,18.29,667,4589.958333,12995,31.6,0,1,0,0,96.06
1,debt_consolidation,0.0774,11.26830288,9.27,747,3119.958333,13899,36,1,0,0,0,156.1
1,all_other,0.1392,11.36214909,22.55,677,2940,2149,36.4,2,0,0,0,273.1
1,debt_consolidation,0.1148,10.9331784,13.33,722,6240,3230,26.4,0,0,0,0,422
1,all_other,0.1218,11.21182037,1.49,707,3780,2698,33.3,2,1,0,0,149.85
1,small_business,0.1704,11.25161265,7.46,667,4319.958333,575,16,2,0,0,0,85.62
1,credit_card,0.1357,11.62625415,15.01,702,4170,46306,56.6,1,0,0,0,441.6
1,debt_consolidation,0.1531,10.69194491,6.14,662,6960,5776,77,1,0,0,1,313.34
1,credit_card,0.1148,11.01862914,17.35,762,8820,5331,9.1,2,0,0,0,633
1,debt_consolidation,0.1218,11.22524339,18.45,732,4259.958333,29074,46.2,0,0,0,0,666
1,credit_card,0.1287,10.91501573,17.61,702,2039.958333,13441,49.4,2,0,0,0,420.42
1,all_other,0.1183,10.91508846,9.51,742,1590,1691,16.5,1,0,0,0,493.7
1,debt_consolidation,0.0894,10.87244663,8.95,742,9329.958333,25212,46.6,1,0,0,0,349.49
1,major_purchase,0.1253,11.15619338,10.68,702,5820,4403,88.1,0,0,0,0,83.67
1,credit_card,0.1287,10.27518903,10.51,707,4289.958333,1980,46,0,1,0,0,201.8
1,credit_card,0.1461,11.69524702,20.52,707,5580,78468,84.3,2,0,0,1,861.88
1,debt_consolidation,0.1114,11.60823564,21.69,772,9990,67969,40.5,2,0,0,0,656.07
1,debt_consolidation,0.1392,11.03488966,14.05,677,3479.958333,5810,85.4,1,0,0,0,204.83
1,credit_card,0.0894,10.91508846,17.15,757,6330,24452,66.4,0,0,0,0,397.15
1,credit_card,0.0894,10.95080655,18.99,752,2849.958333,25577,30.8,1,0,0,0,381.26
1,small_business,0.1982,9.862665558,0,667,1440,0,0,0,0,1,1,229.86
1,debt_consolidation,0.1357,11.00209984,7.3,702,5399.958333,6749,91.2,0,0,0,0,339.69
1,debt_consolidation,0.1774,11.20367921,14.06,702,4229.958333,55912,68.1,2,0,0,1,720.42
1,home_improvement,0.1183,11.28978191,12.95,742,8431,20586,37.5,0,0,0,0,662.68
1,credit_card,0.0894,10.81977828,23.18,732,3630,11557,46.2,1,0,0,0,349.49
1,debt_consolidation,0.1704,11.36210258,6.81,677,7499.958333,4418,96,0,0,0,0,642.14
1,all_other,0.0894,11.77528973,9.81,777,5070,8651,13.6,1,0,0,0,556.01
1,debt_consolidation,0.1357,10.92593848,22.66,687,5580,16677,45.9,1,0,0,0,397.44
1,debt_consolidation,0.1426,10.92666879,8.17,667,4289.958333,9685,43.2,1,0,0,0,171.53
1,small_business,0.1461,10.5623538,12.76,767,5610,4031,39.1,5,0,0,1,206.86
1,debt_consolidation,0.1253,10.5865844,2.97,692,2729.958333,3869,26.1,0,0,0,0,167.34
1,debt_consolidation,0.1148,10.59663473,10.32,737,6630,14274,24.6,0,0,0,0,494.53
1,credit_card,0.1426,11.15625052,13.68,687,4860,27561,80.8,1,0,0,0,686.12
1,debt_consolidation,0.1183,11.28978191,9.11,742,3660,28091,50.6,0,0,0,0,662.68
1,debt_consolidation,0.1148,10.49127422,2.9,727,1800,2980,31.7,1,0,0,0,263.75
1,debt_consolidation,0.1114,10.20359214,17.29,717,2550,4502,40.9,2,0,0,0,98.42
1,debt_consolidation,0.1183,10.71441777,14.56,717,2280,25729,52.4,0,0,0,0,482.1
1,credit_card,0.1287,10.858999,6.3,682,10320,9339,33.2,2,1,0,0,201.8
1,debt_consolidation,0.1148,11.22524339,10.1,742,5520,73366,61.7,1,0,0,0,494.53
1,debt_consolidation,0.1635,11.15625052,16.66,662,4619.958333,29319,61.5,0,0,0,0,529.94
1,debt_consolidation,0.1218,11.05885818,15.8,717,6240,21441,80.6,1,0,0,1,566.1
1,home_improvement,0.1565,11.00209984,16.72,717,2550,16951,99.7,0,0,0,0,279.89
1,debt_consolidation,0.1322,10.64285016,19.05,707,5009.958333,32720,94.6,1,0,0,0,381.95
1,credit_card,0.1218,10.79957558,16.97,722,4200.958333,11530,49.1,0,0,0,0,499.5
1,debt_consolidation,0.1253,10.59663473,20.46,702,2520,7722,66.1,0,0,0,1,334.67
1,debt_consolidation,0.1183,12.20609265,10.93,742,7020,79062,50.8,0,0,0,0,629.55
1,debt_consolidation,0.1392,11.25161265,15.83,687,2099.958333,17923,59.7,0,0,0,0,546.2
1,educational,0.1218,11.48246626,14.75,697,8249.958333,36428,70.7,0,0,0,0,183.15
1,credit_card,0.1635,10.54513089,5.18,672,1379.958333,5403,63.6,1,0,0,0,176.65
1,debt_consolidation,0.1426,10.71441777,22.91,682,3450,23703,83.8,0,0,0,0,308.76
1,credit_card,0.1114,10.71441777,22.13,732,3720,12253,18.9,2,1,0,0,328.04
1,debt_consolidation,0.1357,9.798127037,21.53,727,2880,7727,95.4,0,0,0,0,215.7
1,small_business,0.1461,12.01370075,17.43,732,4350,114393,46.6,2,0,0,0,344.76
1,all_other,0.0894,11.65268741,2.7,762,6900,5914,15.9,4,0,0,0,254.18
1,all_other,0.0774,11.27720313,3.17,782,4590.958333,482,1.6,2,0,0,0,218.54
1,home_improvement,0.0774,11.29601246,15.69,752,3630,6207,41.4,3,0,0,0,187.32
1,home_improvement,0.1183,11.23843599,8.98,732,3720,905,12,0,0,2,0,265.08
1,debt_consolidation,0.1183,10.858999,20.49,712,4619.958333,23750,47.7,1,0,0,0,298.21
1,educational,0.1148,11.59910316,21.29,727,5250,15812,50,1,0,0,1,461.56
1,credit_card,0.1322,10.99142642,14.47,682,4289.958333,6891,59.8,0,0,0,0,202.81
1,home_improvement,0.1357,11.71177632,8.38,682,5160,865,72.1,3,0,0,0,339.69
1,all_other,0.1531,10.76840078,3.79,672,3030,2029,20.3,3,0,0,1,174.08
1,major_purchase,0.1218,11.2514568,5.3,692,5729.958333,1836,34.6,1,1,0,0,59.94
1,all_other,0.0774,11.51292546,10.24,752,5729.958333,15509,25.7,1,0,0,0,156.1
1,home_improvement,0.0894,11.28978191,5.37,777,6990,17915,17,3,0,0,1,571.89
1,debt_consolidation,0.1218,10.88743693,10.5,692,6119.958333,4819,55.3,0,0,0,0,166.5
1,debt_consolidation,0.1426,10.46310334,22.11,687,3330,18522,93.1,0,0,0,1,462.27
1,debt_consolidation,0.1357,11.98292909,9.43,692,5820,105576,68.6,0,0,1,0,467.07
1,debt_consolidation,0.1287,10.22034,18.97,687,2550,9666,83.3,0,0,0,0,311.11
1,all_other,0.1322,10.23995979,15.09,687,3929.958333,2896,10.3,0,0,0,0,236.61
1,debt_consolidation,0.1322,10.85892207,1.96,717,1409.958333,2425,29.2,0,0,0,0,507.01
1,credit_card,0.0894,11.81303006,13.79,762,9299.958333,2308,33,3,0,0,0,349.49
1,debt_consolidation,0.1253,11.40534025,18.72,712,2910,55770,62,0,0,0,0,669.33
1,debt_consolidation,0.1114,11.22524339,8.05,767,5759.958333,5404,5.2,0,0,0,0,492.06
1,debt_consolidation,0.1287,10.81985828,21.84,692,4349.958333,28565,70,1,0,0,0,210.21
1,educational,0.1218,10.90205849,15.47,742,4619.958333,15713,27.9,5,0,0,1,511.16
1,debt_consolidation,0.1287,11.3736634,13.38,707,5667.041667,14045,29.4,1,0,0,1,504.5
1,all_other,0.074,10.59663473,15.03,757,5610,12361,43.7,0,0,0,0,105.61
1,debt_consolidation,0.1565,10.81977828,6,662,3270,1221,12.2,3,0,0,0,489.81
1,all_other,0.1809,10.70907016,13.81,677,4949.958333,8704,16.1,2,2,0,0,289.57
1,major_purchase,0.0774,11.14706561,10.83,762,3209.958333,2976,38.6,0,0,0,0,124.88
1,debt_consolidation,0.1148,10.49127422,22.47,737,4020,19796,30.1,1,0,0,0,522.55
1,major_purchase,0.074,12.13350195,4.06,757,10320,14063,50.2,1,0,0,0,77.65
1,debt_consolidation,0.0894,11.6351785,6.24,792,7800,19367,9.1,0,0,0,0,476.58
1,home_improvement,0.1392,11.47210347,7,682,6509.958333,4417,78.9,0,0,0,0,204.83
1,debt_consolidation,0.1114,10.30895266,12.92,727,4470,14257,29.5,0,0,0,1,328.04
1,educational,0.0774,11.05089001,0.38,782,2286,1137,4.3,1,0,0,0,156.1
1,credit_card,0.1392,11.14186178,14.99,742,8279.958333,13631,80.7,7,0,0,1,682.74
1,all_other,0.1357,10.59663473,22.98,672,4500,17590,80.7,1,0,1,0,101.91
1,debt_consolidation,0.1253,11.35040654,24.56,717,4830,21621,60.1,1,0,0,1,669.33
1,debt_consolidation,0.1218,9.61580548,13.12,707,1530,6947,53.4,0,0,0,1,172.33
1,debt_consolidation,0.1114,11.2515607,5.84,757,13379.95833,20015,34.9,0,0,0,0,524.86
1,small_business,0.1635,10.98529272,2.87,762,2580,11341,32.2,1,0,0,0,706.59
1,educational,0.1218,10.30895266,8.36,712,1349.958333,277,46.2,2,0,0,0,64.11
1,all_other,0.1287,10.51867319,9.79,682,2220,9868,73.1,3,0,0,0,117.72
1,all_other,0.1287,9.798127037,13.8,692,3210,9794,75.9,0,0,0,1,134.54
1,debt_consolidation,0.1218,11.60823564,8.23,722,5429.958333,15533,79.3,1,0,0,0,599.4
1,all_other,0.0859,10.858999,14.35,752,7051,16375,28,1,0,0,0,316.11
1,credit_card,0.1183,12.05815252,13.22,747,4350,10767,50.3,0,0,0,0,662.68
1,home_improvement,0.1148,10.81977828,12.41,757,2460.958333,2071,23,4,0,0,0,395.63
1,all_other,0.1947,11.91839057,0.98,667,6419.958333,29518,97.4,0,0,0,0,737.94
1,home_improvement,0.1253,10.77895629,4.97,772,4383,2958,7.6,7,0,0,0,267.74
1,credit_card,0.1148,11.19134184,23.9,737,4860,38876,59.6,2,0,0,1,494.53
1,credit_card,0.0859,10.57131693,8.34,737,2700,2639,24,1,0,0,0,177.02
1,debt_consolidation,0.1426,10.71441777,14.67,682,3959.958333,9092,23.2,0,0,0,1,548.9
1,debt_consolidation,0.1183,11.0744205,11,732,2879.958333,8318,50.7,1,0,0,0,497.01
1,debt_consolidation,0.1426,10.81977828,19.2,667,4264.958333,9625,49.1,2,0,0,0,111.5
1,debt_consolidation,0.0859,11.00209984,3.78,767,3390,3252,13.7,0,0,0,0,316.11
1,debt_consolidation,0.1218,11.69107165,13.42,692,8880,25873,63.9,2,0,1,0,116.55
1,debt_consolidation,0.1218,11.46163217,16.96,697,8130,40868,86.6,3,0,0,1,93.24
1,credit_card,0.1218,11.22524339,16.06,717,5039.958333,43373,66.9,0,0,0,0,549.45
1,debt_consolidation,0.1218,10.81977828,21.24,722,3300,7322,31.8,0,0,0,1,499.5
1,educational,0.1183,11.94470788,17.38,717,7169.958333,452,8.4,1,0,0,0,410.87
1,all_other,0.1148,10.71441777,18.24,717,1830,6554,55.1,2,0,0,0,69.24
1,all_other,0.1218,11.69524702,9.38,707,11460,9772,41.8,1,0,0,0,366.3
1,credit_card,0.0859,10.7342204,15.24,747,8400,13010,36.8,0,0,0,0,202.31
1,major_purchase,0.1148,10.53433371,10.19,767,3959.958333,5110,36.5,0,0,0,0,659.37
1,credit_card,0.0859,11.46163217,16.16,752,4050,30330,30.9,2,0,0,0,271.85
1,small_business,0.1774,11.24331904,7.04,702,5100,11829,74.4,3,0,1,0,720.42
1,debt_consolidation,0.1357,11.40756495,5.13,707,3929.958333,17470,25.1,0,1,0,0,679.37
1,all_other,0.0894,11.00209984,1.16,732,5309.958333,2731,9.2,0,0,1,0,190.63
1,debt_consolidation,0.1287,12.25486281,8.13,722,8130,30159,63.6,1,1,0,0,815.61
1,all_other,0.1287,11.84942627,18.99,682,3959.958333,778,33.8,0,4,0,0,151.35
1,debt_consolidation,0.1148,11.09741002,11.71,737,3780,18277,50.8,1,0,0,0,576.95
1,small_business,0.1496,11.40756495,16.12,752,10290,5090,7.1,0,0,0,0,710.23
1,small_business,0.1357,10.1266311,5.09,787,4800,44834,0,0,0,0,0,161.36
1,debt_consolidation,0.1704,11.1844214,15.87,682,8579.958333,13641,98.8,2,0,1,0,292.53
1,debt_consolidation,0.1148,11.47210347,23.18,742,5280,11265,24.3,0,0,0,0,560.47
1,small_business,0.1565,11.5228758,9.01,737,5039.958333,52307,62.6,3,0,0,1,874.66
1,debt_consolidation,0.1392,11.21182037,4.2,677,5369.958333,9172,66,1,0,1,0,273.1
1,debt_consolidation,0.167,10.95430918,19.89,682,2910,3368,99.1,0,0,0,0,464.19
1,credit_card,0.1114,11.85153827,17.3,717,5220,61431,74.1,2,0,0,0,196.83
1,all_other,0.1287,10.66895539,15.04,702,9720.958333,4616,41.6,1,1,0,0,269.07
1,debt_consolidation,0.1183,11.0544285,15.87,732,8460,26127,44.8,1,0,0,1,497.01
1,debt_consolidation,0.1357,10.58882935,24.04,702,8850,20688,91.5,0,0,0,1,441.6
